,cntSender,cntRecipient
Alexhsu Zahrsecurities,0.0,1.0
Alexia,0.0,1.0
Alexilex@Aol.Com,0.0,1.0
Alexis Carroll,0.0,1.0
Alexizann,0.0,1.0
Alexm Amerexenergy,0.0,1.0
Alexm Calpine,0.0,1.0
Alexmacdonald Netzero,0.0,1.0
Alexminh,0.0,1.0
Alezhsu Zahrsecurities,0.0,1.0
Alfie Prebon Uk,0.0,1.0
Alfred,0.0,1.0
Alfredo Fernandez,0.0,1.0
Alfredo Goyburu,0.0,1.0
Ali Lloyd,0.0,1.0
Ali Miremadi,0.0,1.0
Alice Grubb (E-Mail),0.0,1.0
Alice Wimberly,0.0,1.0
Aliciajansen,0.0,1.0
Alidogo,0.0,1.0
Aline Holland Zenith Ehowellcorp,0.0,1.0
Alingenf Sel,0.0,1.0
Alisha Mahavir,0.0,1.0
Alison,0.0,1.0
Alison Donnelly,0.0,1.0
Alison Heer Ddouglas K Or,0.0,1.0
Alison Reitze,0.0,1.0
Alisongilligan,0.0,1.0
Alisonspare Cs,0.0,1.0
Aljulson Netzero,0.0,1.0
All Downtown,0.0,1.0
All Managing Directors And Vice Presidents,0.0,1.0
All Newpower,0.0,1.0
All Rac Employees,0.0,1.0
All Ubs,0.0,1.0
Allan Andrea Loughran,0.0,1.0
Allan Grimm,0.0,1.0
Allan Keel,0.0,1.0
Allan Sarman,0.0,1.0
Allbritton,0.0,1.0
Allbritton Clausman,0.0,1.0
Alleman Spot Colorado,0.0,1.0
Allen Baker,0.0,1.0
Allen Kalssen Wr,0.0,1.0
Allen Karen,0.0,1.0
Allen Rosales Clarkdepew,0.0,1.0
Allen Wilhite,0.0,1.0
Allen.Miller@Chadbourne.Com,0.0,1.0
Alliancetosaveenergy Ase,0.0,1.0
Alliece Morris,0.0,1.0
Allison Harlton,0.0,1.0
Allison Sher Uhc,0.0,1.0
Allison Steury,0.0,1.0
Allison Trout,0.0,1.0
Allison.Wing@Gazoontite.Com,0.0,1.0
Allolduserstext Newsletter Ussoccer,0.0,1.0
Allstate,0.0,1.0
Alltimeqb,0.0,1.0
Alma Campos,0.0,1.0
Alma Navarro,0.0,1.0
Almaestrout Cs,0.0,1.0
Almrud Swbell,0.0,1.0
Alonzo Williams,0.0,1.0
Alpinetop,0.0,1.0
Alratani Stampede Toyota,0.0,1.0
Alstad,0.0,1.0
Alton Holloway,0.0,1.0
Alton Honore,0.0,1.0
Altonno Pssch Ps Ge,0.0,1.0
Alumni Gsb Uchicago,0.0,1.0
Alumni Swarthmore,0.0,1.0
Alumni User Boldfish Snowball,0.0,1.0
Alumninet Ivey Uwo,0.0,1.0
Alva Telepath,0.0,1.0
Alvarez Ray,0.0,1.0
Alvino,0.0,1.0
Alynch Stern Nyu,0.0,1.0
Alys Mindspring,0.0,1.0
Amacdonald Cokecce,0.0,1.0
Amadeop Coned,0.0,1.0
Amanda Colpean,0.0,1.0
Amanda Financialdesigngroup,0.0,1.0
Amanda Global T Bird,0.0,1.0
Amanda Quiller,0.0,1.0
Amanda Spahouston,0.0,1.0
Amanda Stewart,0.0,1.0
Amandalbrewer,0.0,1.0
Amarks Littler,0.0,1.0
Amarsh,0.0,1.0
Amathis,0.0,1.0
Amatim Niagaramohawk,0.0,1.0
Amatthews Idahopower,0.0,1.0
Amayhew Wilbankscorp,0.0,1.0
Amber Dawn,0.0,1.0
Amberm Panola,0.0,1.0
Amc,0.0,1.0
Amccauley Portera,0.0,1.0
Amcdonal Eanes K Tx,0.0,1.0
Amcgovern Stblaw,0.0,1.0
Amchatham,0.0,1.0
Amchenry,0.0,1.0
Amchenry Porterhedges,0.0,1.0
Amcshea Resource Solutions,0.0,1.0
Amdavila Netzero,0.0,1.0
Ameet Thakkar,0.0,1.0
Americusba Bipc,0.0,1.0
Ametter Sfmny,0.0,1.0
Amiadelets,0.0,1.0
Amiralle,0.0,1.0
Amiremadi Caiso,0.0,1.0
Amit Wharton Upenn,0.0,1.0
Amita,0.0,1.0
Amlcti,0.0,1.0
Amnuaysak Thoonsiri,0.0,1.0
Amoore Bcm Tmc,0.0,1.0
Amorgan Cog Denver,0.0,1.0
Amorris,0.0,1.0
Amorrison Eaminvest,0.0,1.0
Amortazavi Txlutheran,0.0,1.0
Amroperations Csc,0.0,1.0
Amurray,0.0,1.0
Amusani Totalenergy To,0.0,1.0
Amworks,0.0,1.0
Amy Heffernan,0.0,1.0
Amy Koy Aimfunds,0.0,1.0
Amy Lacy,0.0,1.0
Amy Patton,0.0,1.0
Amy Ross Baxter,0.0,1.0
Amy Schuler,0.0,1.0
Amy Sdsc,0.0,1.0
Amy Snell,0.0,1.0
Amy Weaver,0.0,1.0
Amylee Sbcglobal,0.0,1.0
Amys,0.0,1.0
Amysyk,0.0,1.0
Ana Cristina,0.0,1.0
Ana Gonzalez,0.0,1.0
Anabella De,0.0,1.0
Anabelle Torres,0.0,1.0
Anamaria,0.0,1.0
Ananda Mukerji,0.0,1.0
Anastasia Joyce,0.0,1.0
Ancel Sommerbarnard,0.0,1.0
Anderlm Bp,0.0,1.0
Andersen,0.0,1.0
Anderson Monm,0.0,1.0
Andi Azzolina,0.0,1.0
Andishane Pol,0.0,1.0
Andre Beskrowni,0.0,1.0
Andre Kovensky,0.0,1.0
Andre Rast,0.0,1.0
Andre Salomao,0.0,1.0
Andrea Bertone@Enron_Development,0.0,1.0
Andrea Chambers,0.0,1.0
Andrea Dulany,0.0,1.0
Andrea Kendall,0.0,1.0
Andrea Lang,0.0,1.0
Andrea Maher,0.0,1.0
Andrea Measonmortgage,0.0,1.0
Andrea R,0.0,1.0
Andrea V,0.0,1.0
Andrea_Bertone@Ei.Enron.Com,0.0,1.0
Andreassen,0.0,1.0
Andrejohanson Loadmail,0.0,1.0
Andres Velasco,0.0,1.0
Andrew Alter,0.0,1.0
Andrew Chalnick,0.0,1.0
Andrew Clark,0.0,1.0
Andrew Farinha,0.0,1.0
Andrew Feldstein,0.0,1.0
Andrew Fisher,0.0,1.0
Andrew Fowler,0.0,1.0
Andrew Hill,0.0,1.0
Andrew King,0.0,1.0
Andrew Lester,0.0,1.0
Andrew Makk,0.0,1.0
Andrew Ozuna Bankone,0.0,1.0
Andrew R,0.0,1.0
Andrew Ralston,0.0,1.0
Andrew Ristaino,0.0,1.0
Andrew Weisner Dom,0.0,1.0
Andrew Zipper,0.0,1.0
Andrews Chaffe,0.0,1.0
Andrey Jiansky,0.0,1.0
Android,0.0,1.0
Andy Bettwy,0.0,1.0
Andy Black,0.0,1.0
Andy Edling Kindermorgan,0.0,1.0
Andy Fastow,0.0,1.0
Andy Friedman,0.0,1.0
Andy Ilnycky,0.0,1.0
Andy James,0.0,1.0
Andy L Anderson,0.0,1.0
Andy Ramirez,0.0,1.0
Andy Reynolds Panda Law,0.0,1.0
Andy Rodriguez,0.0,1.0
Andy Schroeder,0.0,1.0
Andy Sikes,0.0,1.0
Andy Smith Equityoffice,0.0,1.0
Andy Spectronenergy,0.0,1.0
Andy Stevens,0.0,1.0
Andy Texas Trial Lawyer,0.0,1.0
Andy West,0.0,1.0
Andy Zipper Corp,0.0,1.0
Andygsfa,0.0,1.0
Andyjohnson Nicor,0.0,1.0
Andyjohnson Nicorenergy,0.0,1.0
Andyt Fall Arrest,0.0,1.0
Ange Dynegy,0.0,1.0
Angela Enronxgate,0.0,1.0
Angela Ernest,0.0,1.0
Angela Minas,0.0,1.0
Angela Mtgoper,0.0,1.0
Angela Nieves,0.0,1.0
Angela Ramirez,0.0,1.0
Angela Sayegh,0.0,1.0
Angela Wong,0.0,1.0
Angelamcdonald Austin,0.0,1.0
Angelika H Rector,0.0,1.0
Angie Nerc,0.0,1.0
Angie Schniers,0.0,1.0
Angie Sergesketter,0.0,1.0
Angie Sweeden,0.0,1.0
Anglea Cook Inlet,0.0,1.0
Angles Cook Inlet,0.0,1.0
Anicks Utilacorp,0.0,1.0
Anicks Utiliacorp,0.0,1.0
Anissa Green,0.0,1.0
Anita,0.0,1.0
Anita Eisenbrandt,0.0,1.0
Anita Prescottlegal,0.0,1.0
Anjn Dynegy,0.0,1.0
Ann Bennett,0.0,1.0
Ann Gray Itc Harris Tx,0.0,1.0
Ann Hicks,0.0,1.0
Ann Kamin,0.0,1.0
Ann Linnehan,0.0,1.0
Ann Pluta,0.0,1.0
Ann Raden,0.0,1.0
Ann Walton,0.0,1.0
Anna,0.0,1.0
Anna Em Edocwra,0.0,1.0
Anna Hpdesign,0.0,1.0
Anna Reich,0.0,1.0
Anna Salazar,0.0,1.0
Anna Sils,0.0,1.0
Annamaria Bosley,0.0,1.0
Annamgoldberg,0.0,1.0
Annat Thotcapital,0.0,1.0
Anne Culver,0.0,1.0
Anne Hung,0.0,1.0
Anne Schenkenberger Gulf,0.0,1.0
Anne Vanguardventures,0.0,1.0
Anne Wollam,0.0,1.0
Anne@Nyurbanventures.Com,0.0,1.0
Annelle York,0.0,1.0
Annette Daniele,0.0,1.0
Anng Mercersales,0.0,1.0
Annies,0.0,1.0
Annmarie,0.0,1.0
Annyoung,0.0,1.0
Anoveshen,0.0,1.0
Anshu,0.0,1.0
Anstis,0.0,1.0
Anthony Austin,0.0,1.0
Anthony Butler,0.0,1.0
Anthony Coghlan,0.0,1.0
Anthony Lannie Kindermorgan,0.0,1.0
Anthony Mandel,0.0,1.0
Anthony Piper,0.0,1.0
Antonetti,0.0,1.0
Antonio Boccalandro I,0.0,1.0
Antoniocucc,0.0,1.0
Antsyalways Gvec,0.0,1.0
Anydaynews Mm,0.0,1.0
Anzer,0.0,1.0
Anzer Amtexenterprises,0.0,1.0
Aochoa,0.0,1.0
Aolcom,0.0,1.0
Aomar,0.0,1.0
Aow,0.0,1.0
Apace,0.0,1.0
Apalma Kayescholer,0.0,1.0
Apapesch Isda Eur,0.0,1.0
Apartmentspecials,0.0,1.0
Apatel,0.0,1.0
Apatton,0.0,1.0
Apena@Andrews-Kurth.Com,0.0,1.0
Aperez,0.0,1.0
Aperlis Stroock,0.0,1.0
Apizzut Alleghenyenergy,0.0,1.0
Apnnjduqufckurls,0.0,1.0
Apollo And,0.0,1.0
Aportalatin Keyspanenergy,0.0,1.0
Appachu Internetsystemsglobal,0.0,1.0
Appinst,0.0,1.0
Apride Entergy,0.0,1.0
April,0.0,1.0
April King,0.0,1.0
Apriljunk,0.0,1.0
Apte,0.0,1.0
Aptitudes Enrobe,0.0,1.0
Aquilir Axl,0.0,1.0
Arabtrader,0.0,1.0
Aradernyc,0.0,1.0
Aradmach,0.0,1.0
Araguso Eprod,0.0,1.0
Aramire,0.0,1.0
Arana,0.0,1.0
Aratterree Insiterealty,0.0,1.0
Arcadiabhg,0.0,1.0
Arcane Airmail,0.0,1.0
Arch H Beaver,0.0,1.0
Archietke,0.0,1.0
Arck C,0.0,1.0
Arebil Webtv,0.0,1.0
Aredinger Mcdinvest,0.0,1.0
Arefieva,0.0,1.0
Arehman,0.0,1.0
Arf Psu,0.0,1.0
Argie N,0.0,1.0
Arguijo,0.0,1.0
Arize Agumadu,0.0,1.0
Arizona,0.0,1.0
Arlene Jorgensen,0.0,1.0
Arlene Mendieta,0.0,1.0
Armando Diaz,0.0,1.0
Armfield,0.0,1.0
Arnell,0.0,1.0
Arnoldlee Aec,0.0,1.0
Arobertshaw Eyeforenergy,0.0,1.0
Arobertson,0.0,1.0
Arobins,0.0,1.0
Aroma Pannu,0.0,1.0
Aronne,0.0,1.0
Aronowitz Alan,0.0,1.0
Arothrock Pattonboggs,0.0,1.0
Arotter Golder,0.0,1.0
Arquella Hargrove,0.0,1.0
Arriaga,0.0,1.0
Art Desell Nyiso,0.0,1.0
Art Mycfo,0.0,1.0
Art Stappenbeck,0.0,1.0
Artaylor,0.0,1.0
Artfusions,0.0,1.0
Arthur Burk,0.0,1.0
Arthur Carpentier,0.0,1.0
Artis Rebinovs Aigi,0.0,1.0
Arturo Campbell,0.0,1.0
Arubio Utexas,0.0,1.0
Arusselle Newenergy,0.0,1.0
Arvisokr Wellsfargo,0.0,1.0
Asa Tipro,0.0,1.0
Asadr Panalytix,0.0,1.0
Asaksen Rfc,0.0,1.0
Asayegh,0.0,1.0
Asayrak Katz Out,0.0,1.0
Aschwege,0.0,1.0
Ascott,0.0,1.0
Asdfga Usa,0.0,1.0
Ase,0.0,1.0
Ase Development,0.0,1.0
Aseawort,0.0,1.0
Asgeorges,0.0,1.0
Ashantayb,0.0,1.0
Ashaunte,0.0,1.0
Ashby,0.0,1.0
Ashfordumc Aumc,0.0,1.0
Ashill Potashcorp,0.0,1.0
Ashill Worldnet Att,0.0,1.0
Ashley Houston,0.0,1.0
Ashley Kasischke Hou Ees,0.0,1.0
Ashleybrown,0.0,1.0
Ashleyd Dowlinglangley,0.0,1.0
Ashok Gurusamy,0.0,1.0
Ashton,0.0,1.0
Ashton Soniat,0.0,1.0
Asiegel,0.0,1.0
Asill Uecomm Au,0.0,1.0
Asisavic Nbsrealtors,0.0,1.0
Askaff@Chrm.Com,0.0,1.0
Askchristine Avistautilities,0.0,1.0
Asmyres,0.0,1.0
Asprock,0.0,1.0
Assaf,0.0,1.0
Assale,0.0,1.0
Assignments Khou,0.0,1.0
Assist Dns Wintan Tw,0.0,1.0
Associate,0.0,1.0
Astein,0.0,1.0
Aster Amic,0.0,1.0
Astuhr Hnbank,0.0,1.0
Asy Pge,0.0,1.0
Atanpoco Telesto,0.0,1.0
Atewari,0.0,1.0
Athielhorn Trammellcrow,0.0,1.0
Athletics Auburn,0.0,1.0
Atorres,0.0,1.0
Atruppin Mindspring,0.0,1.0
Atsm Chewon,0.0,1.0
Attic Mailman,0.0,1.0
Attnskn,0.0,1.0
Attractthemlikecrazy Dns Jroso Gr Jp,0.0,1.0
Attymoses Acninc,0.0,1.0
Auditalk Audi Cauditalk,0.0,1.0
Audrey Keefer,0.0,1.0
Audry,0.0,1.0
Audryn Mindspring,0.0,1.0
Aumanl Tjm,0.0,1.0
Austin,0.0,1.0
Ava Stovall,0.0,1.0
Avaughan Timesn,0.0,1.0
Avaughn Br,0.0,1.0
Avila,0.0,1.0
Aw Turner Pgn,0.0,1.0
Awa Allseas,0.0,1.0
Awardlaw Mfah,0.0,1.0
Awccasey,0.0,1.0
Aweed Jhancock,0.0,1.0
Awhite,0.0,1.0
Awhite Cbs,0.0,1.0
Awilli,0.0,1.0
Awilliams Br,0.0,1.0
Awilliams Foleylaw,0.0,1.0
Awilson Alleghenyenergy,0.0,1.0
Awilson Katz Media,0.0,1.0
Awinans Njresources,0.0,1.0
Awolff,0.0,1.0
Awood Notes Mdacc Tmc,0.0,1.0
Awoods Angleton Isd Tenet,0.0,1.0
Awp Livingston,0.0,1.0
Aws Pge,0.0,1.0
Awu Quinnemanueal,0.0,1.0
Awu Quinnemanuel Coml,0.0,1.0
Axel Nevens,0.0,1.0
Ayerssharp,0.0,1.0
Aykelemen Dellnet,0.0,1.0
Azb Eritter,0.0,1.0
Azghlntxoq Hey Letskeepintouch,0.0,1.0
Azgk Netscape,0.0,1.0
Azimmerman Zimmerlaw,0.0,1.0
Azipper,0.0,1.0
Azurmendi Southstarenergy,0.0,1.0
Azurmendi Southstarrenergy,0.0,1.0
B Beaty,0.0,1.0
B Bousquet,0.0,1.0
B Fegley,0.0,1.0
B Kowalski,0.0,1.0
B Mao,0.0,1.0
Ba Ac,0.0,1.0
Ba Cd Db,0.0,1.0
Babarnum Cmsenergy,0.0,1.0
Babu Babuart,0.0,1.0
Bacarice Dco Harris Tx,0.0,1.0
Bachand,0.0,1.0
Back Tx,0.0,1.0
Bacohen,0.0,1.0
Badams Compassnet,0.0,1.0
Badboy Rocketmail,0.0,1.0
Baf Ed,0.0,1.0
Baffb,0.0,1.0
Bafpco,0.0,1.0
Bagwelll Amerexenergy,0.0,1.0
Bahlmann,0.0,1.0
Bajapsen,0.0,1.0
Baker Netropolis,0.0,1.0
Baker Ron,0.0,1.0
Balbergo Keyspanenergy,0.0,1.0
Baldick@Ece.Utexas.Edu,0.0,1.0
Balerio,0.0,1.0
Balexander Neteze,0.0,1.0
Balgeo Rpw,0.0,1.0
Bali Dey,0.0,1.0
Balice Nortelnetworks,0.0,1.0
Ballen Gibbs Bruns,0.0,1.0
Bambroci,0.0,1.0
Bammesja Entergy,0.0,1.0
Bamoroso Wfubmc,0.0,1.0
Banczak,0.0,1.0
Bandabeckman,0.0,1.0
Bandama Ssa Orange,0.0,1.0
Banderson Usenergyservices,0.0,1.0
Bandrews Localok,0.0,1.0
Bangus Excite,0.0,1.0
Banorcini Marathonoil,0.0,1.0
Bapke,0.0,1.0
Barady Edwards,0.0,1.0
Barb Vanbeyrer,0.0,1.0
Barbara Amendolari,0.0,1.0
Barbara Canterburytravel,0.0,1.0
Barbara Cook,0.0,1.0
Barbara Edambergs Nepco,0.0,1.0
Barbara Epperson,0.0,1.0
Barbara G,0.0,1.0
Barbara Halle Pgn,0.0,1.0
Barbara Hardt,0.0,1.0
Barbara Howard,0.0,1.0
Barbara Keen,0.0,1.0
Barbara Latham,0.0,1.0
Barbara Mailman Eenron,0.0,1.0
Barbara Miller,0.0,1.0
Barbara N Gray Hou,0.0,1.0
Barbara Riter,0.0,1.0
Barbara Russo,0.0,1.0
Barbara Shaull,0.0,1.0
Barbara Taylor,0.0,1.0
Barbara Van,0.0,1.0
Barbaras Dtihome,0.0,1.0
Barbera,0.0,1.0
Barhammd Dow,0.0,1.0
Barkod Coned,0.0,1.0
Barobert Srpnet,0.0,1.0
Barocha,0.0,1.0
Barqley Worldnet Att,0.0,1.0
Barrett,0.0,1.0
Barri Tsavaris,0.0,1.0
Barrie Michael,0.0,1.0
Barry Goode,0.0,1.0
Barry Hunsaker Eogresources,0.0,1.0
Barry Norman,0.0,1.0
Barry Powley,0.0,1.0
Barry Proud,0.0,1.0
Barry Steinhart,0.0,1.0
Barry Wiederholt,0.0,1.0
Bart,0.0,1.0
Bartle Juno,0.0,1.0
Barto,0.0,1.0
Barzaghi Barzaghistore It,0.0,1.0
Base Datacenterasia,0.0,1.0
Basketball League,0.0,1.0
Basketsnmore,0.0,1.0
Baslerasoc,0.0,1.0
Baspinwall Petrosantander,0.0,1.0
Bat Oggero,0.0,1.0
Baumbach David,0.0,1.0
Bay,0.0,1.0
Bayles,0.0,1.0
Bb Cdf Ccf Ba,0.0,1.0
Bb Harris,0.0,1.0
Bbarth,0.0,1.0
Bbarto,0.0,1.0
Bberkela,0.0,1.0
Bbhholt,0.0,1.0
Bbischo,0.0,1.0
Bbloom Apx,0.0,1.0
Bbmckenzie Juno,0.0,1.0
Bbojorquez Ercot,0.0,1.0
Bbrahinsky Fminet,0.0,1.0
Bbrashe,0.0,1.0
Bbrookman Patinaoil,0.0,1.0
Bbrooks Pdq,0.0,1.0
Bbuchynsky,0.0,1.0
Bburk,0.0,1.0
Bburns Caiso,0.0,1.0
Bbutton Petersco,0.0,1.0
Bbyrd Swansonmidgley,0.0,1.0
Bc Dc Cf,0.0,1.0
Bc Ed Db,0.0,1.0
Bcain,0.0,1.0
Bcain Ei,0.0,1.0
Bcalhoun Alternatepower,0.0,1.0
Bcalvin Tk,0.0,1.0
Bcb,0.0,1.0
Bccorplegal,0.0,1.0
Bcdb Ef,0.0,1.0
Bce Ed Be,0.0,1.0
Bceverhart Gomail Ua,0.0,1.0
Bcolema,0.0,1.0
Bcombs Ameripol,0.0,1.0
Bcopeasw,0.0,1.0
Bcorrier,0.0,1.0
Bcranford,0.0,1.0
Bcross Hciww,0.0,1.0
Bcstrong Ichips Intel,0.0,1.0
Bctr Dynegy,0.0,1.0
Bculbertson Enogex,0.0,1.0
Bcurrey Omm,0.0,1.0
Bd Af,0.0,1.0
Bd Bc Aa Beb,0.0,1.0
Bd Cbsnews,0.0,1.0
Bd Cdb,0.0,1.0
Bdawson,0.0,1.0
Bday Mcmurry,0.0,1.0
Bdba,0.0,1.0
Bdchitw Ppco,0.0,1.0
Bdeab Ab,0.0,1.0
Bdeets Wcitx,0.0,1.0
Bdenney Momentumsoftware,0.0,1.0
Bdonaldson,0.0,1.0
Bdonatell,0.0,1.0
Bdrazga Energycentral,0.0,1.0
Bdsmith Alturaenergy,0.0,1.0
Bduncan Mktpo Domain Westerngas,0.0,1.0
Be Ab,0.0,1.0
Be Ade Ff,0.0,1.0
Be Cb Da,0.0,1.0
Be Cc,0.0,1.0
Be Ed,0.0,1.0
Be Fdc,0.0,1.0
Beach,0.0,1.0
Beales,0.0,1.0
Beatrice,0.0,1.0
Beatrice Reyna,0.0,1.0
Beatrice Team,0.0,1.0
Beaty,0.0,1.0
Beau Harrison,0.0,1.0
Beau Herrold,0.0,1.0
Bebinger Uthscsa,0.0,1.0
Bec Bbe Ebc,0.0,1.0
Becca Foundcom,0.0,1.0
Beck Sal,0.0,1.0
Becki Souci,0.0,1.0
Becky Accelernet,0.0,1.0
Becky Wells,0.0,1.0
Beckyl Chelanpud,0.0,1.0
Beckymcgee,0.0,1.0
Beer,0.0,1.0
Begone Cliffhanger,0.0,1.0
Behrens,0.0,1.0
Behrens Morrownet,0.0,1.0
Bekyles,0.0,1.0
Belde Tim,0.0,1.0
Belindalulu,0.0,1.0
Beliveaux,0.0,1.0
Bellas,0.0,1.0
Bellbrinn,0.0,1.0
Bellery Spi Ind,0.0,1.0
Bellinghausen,0.0,1.0
Bellm Louisdreyfus,0.0,1.0
Belt,0.0,1.0
Ben Ledene,0.0,1.0
Ben Tanner,0.0,1.0
Ben Techna,0.0,1.0
Benedikt Messner,0.0,1.0
Benhill,0.0,1.0
Benjami Rogers,0.0,1.0
Benjamin Beth Gsb Stanford,0.0,1.0
Benjamin Weaver,0.0,1.0
Benner,0.0,1.0
Bennick,0.0,1.0
Benoit Bertrand,0.0,1.0
Benson Juno,0.0,1.0
Benzirf Nu,0.0,1.0
Berger David Jpmorgan,0.0,1.0
Berger@Tfts.Tozzini.Com.Br,0.0,1.0
Berh Jenkins,0.0,1.0
Berit Lokken,0.0,1.0
Berkeland,0.0,1.0
Berle J,0.0,1.0
Bermack,0.0,1.0
Bernadette Ehawkins,0.0,1.0
Bernardita De,0.0,1.0
Bernt Netland,0.0,1.0
Bersnsteine Econnergy,0.0,1.0
Bertha Elizabeth,0.0,1.0
Bertha Owens,0.0,1.0
Bertrand Dussert,0.0,1.0
Berwin Txu,0.0,1.0
Besilio,0.0,1.0
Bestwestern Onthebeach,0.0,1.0
Beth Beck,0.0,1.0
Beth Hullinger,0.0,1.0
Beth S Perlman,0.0,1.0
Bethrippetoe Cogentrix,0.0,1.0
Betienn,0.0,1.0
Betsey,0.0,1.0
Betsy Carr,0.0,1.0
Betty,0.0,1.0
Betty Alexander Fdevelopment,0.0,1.0
Betty Hung,0.0,1.0
Betty Nance,0.0,1.0
Bettyladish,0.0,1.0
Bettyrathbone,0.0,1.0
Bev Turpin,0.0,1.0
Beverely Beaty,0.0,1.0
Beverley Markham,0.0,1.0
Beverly Fabian,0.0,1.0
Bevodad,0.0,1.0
Bf Bc,0.0,1.0
Bf Eedaa Ed,0.0,1.0
Bfabian,0.0,1.0
Bfb Cb Df,0.0,1.0
Bff Db,0.0,1.0
Bfffaed De,0.0,1.0
Bfielding Wellogix,0.0,1.0
Bfinkelstein@Turn.Org,0.0,1.0
Bflaster Tfsbrokers,0.0,1.0
Bflores,0.0,1.0
Bfloyd Water,0.0,1.0
Bfritch,0.0,1.0
Bgbaker Watervalley,0.0,1.0
Bgflaw Mywavenet,0.0,1.0
Bgkott,0.0,1.0
Bgoldberg Aoshouston,0.0,1.0
Bgoodman,0.0,1.0
Bgott Excite,0.0,1.0
Bgpritchett,0.0,1.0
Bgrady Carlylesfjames Bannantine Development,0.0,1.0
Bgrealis Cinergy,0.0,1.0
Bgrimmett Arcadiaenergy,0.0,1.0
Bgriss,0.0,1.0
Bgrove,0.0,1.0
Bgrowney Gunder,0.0,1.0
Bhafner Pgfm,0.0,1.0
Bhala,0.0,1.0
Bhallat Wharton Upenn,0.0,1.0
Bhamilton Washgas,0.0,1.0
Bhanson Lhom,0.0,1.0
Bharris Strake,0.0,1.0
Bhb Tgn,0.0,1.0
Bheeter Csc,0.0,1.0
Bhendry Brent Hendry Cbhendry Err,0.0,1.0
Bhendry Utilicorp,0.0,1.0
Bhendry@Ei.Enron.Com,0.0,1.0
Bheroman Hibernia,0.0,1.0
Bhindin Eei,0.0,1.0
Bholman La Whitecase,0.0,1.0
Bholman Whitecase,0.0,1.0
Bhopkins Rcgroup,0.0,1.0
Bhorn Trilegiant,0.0,1.0
Bhupesh Nagar,0.0,1.0
Bia,0.0,1.0
Bianca,0.0,1.0
Big Cottonbowl,0.0,1.0
Big Lake,0.0,1.0
Bigdaddy Tisd,0.0,1.0
Bigdog Worldnet Att,0.0,1.0
Bigwoodj@Harvard.Edu,0.0,1.0
Bil Katzlaw,0.0,1.0
Bil Ten Addlebrain,0.0,1.0
Bill Alison Kindermorgan,0.0,1.0
Bill Bercores,0.0,1.0
Bill Brandenberger,0.0,1.0
Bill Briggs,0.0,1.0
Bill Chamberlin,0.0,1.0
Bill Dassenko@Enron,0.0,1.0
Bill Ebanks,0.0,1.0
Bill Foresman,0.0,1.0
Bill Irelan,0.0,1.0
Bill Jacobs,0.0,1.0
Bill Kenner,0.0,1.0
Bill Linnehan,0.0,1.0
Bill Marks,0.0,1.0
Bill Monahan,0.0,1.0
Bill Olson,0.0,1.0
Bill Osborne,0.0,1.0
Bill Peterson,0.0,1.0
Bill Ward,0.0,1.0
Bill Williams@Enron_Development,0.0,1.0
Bill Wilson,0.0,1.0
Billbbeach,0.0,1.0
Billboedecker,0.0,1.0
Billcoach Ciom,0.0,1.0
Billdickerson Excite,0.0,1.0
Bille Cnt,0.0,1.0
Billf Spirerealty,0.0,1.0
Billi Harrill,0.0,1.0
Billm Trans Tel,0.0,1.0
Billprob,0.0,1.0
Billvann,0.0,1.0
Billverdier,0.0,1.0
Bimrich Dynastymotorcar,0.0,1.0
Bin Mailman,0.0,1.0
Bingham Alpheus Lilly,0.0,1.0
Birchwooda,0.0,1.0
Biren Kumar,0.0,1.0
Bishop Keller,0.0,1.0
Bjapsen Tribune,0.0,1.0
Bjbjturner,0.0,1.0
Bjenkins Beth Jenkins,0.0,1.0
Bjfaulkner Dow,0.0,1.0
Bjorklund,0.0,1.0
Bjwalker,0.0,1.0
Bk Zth,0.0,1.0
Bkalford Swbell,0.0,1.0
Bkalmick Anpower,0.0,1.0
Bkanatzar Utexas,0.0,1.0
Bkefalas,0.0,1.0
Bkelly Ncsc Dni,0.0,1.0
Bkenison Idahopower,0.0,1.0
Bkeoflab,0.0,1.0
Bki,0.0,1.0
Bking,0.0,1.0
Bkllew Juno,0.0,1.0
Bknott Cbah,0.0,1.0
Bknox,0.0,1.0
Bkoch Clarkus,0.0,1.0
Bkorp Avaya,0.0,1.0
Bkspee,0.0,1.0
Blackj Wellsfargo,0.0,1.0
Blagodna,0.0,1.0
Blaine Wofford,0.0,1.0
Blair,0.0,1.0
Blair Lynn,0.0,1.0
Blair Wood,0.0,1.0
Blaisestr Bayouenergy,0.0,1.0
Blake Baltzley,0.0,1.0
Blake Rff,0.0,1.0
Blakes,0.0,1.0
Blanchfield Wl Nns,0.0,1.0
Blancke,0.0,1.0
Bland,0.0,1.0
Blari,0.0,1.0
Blaschke,0.0,1.0
Blauderback Soes Bill Lauderback,0.0,1.0
Blbond Lcc,0.0,1.0
Blh Pkns,0.0,1.0
Blhankins Att,0.0,1.0
Blhxk Www Yu,0.0,1.0
Blilient Foxboro,0.0,1.0
Blinskyt Mdu Mdures,0.0,1.0
Blodge Btl,0.0,1.0
Blowery,0.0,1.0
Blqjuq Nwks,0.0,1.0
Blundyp Bennettjones,0.0,1.0
Blwhitten Cs,0.0,1.0
Blyford Aecc,0.0,1.0
Blythe,0.0,1.0
